PMID,CitedBy
28357077,"['39445097', '39087139', '38705993', '38544821', '38424339', '38295830', '37603279', '36869588', '36733961', '36419718', '35935491', '35643547', '35453517', '35324788', '34913324', '34664147', '34234743', '34072559', '33982033', '33965651', '33922446', '33553127', '33426032', '33266010', '33240612', '33213099', '32932657', '32733380', '32680565', '32672416', '32519283', '32258024', '32227590', '31920965', '31741222', '31667459', '31485281', '31440259', '30658653', '30534458', '29642618']"
28357078,"['34629096', '34540083', '34349850', '33546717', '30662119']"
28357079,['36534235']
28357080,[]
28357083,"['35958347', '35956004', '31179146']"
28357081,"['34616230', '33779504', '29779262']"
28357082,"['39460779', '39229430', '38807674', '38570586', '38544826', '38540115', '38254783', '38201509', '38178861', '38005222', '37627612', '37501157', '37443747', '37107276', '36826059', '36777508', '36672191', '36670907', '36619979', '36604669', '36500393', '36497339', '36145693', '36067023', '35814476', '35745630', '35681467', '35664671', '35584951', '35560527', '35517861', '35211104', '34946740', '34814951', '34526379', '34389806', '34340028', '34290530', '34246267', '34183802', '34113672', '34076143', '34036799', '33485837', '33418102', '33332365', '33285475', '33137912', '33050144', '32929349', '32908916', '32756515', '32650388', '32468071', '32337219', '32269626', '32233021', '32047536', '31987042', '31956363', '31717651', '31658599', '31536951', '31500275', '31470801', '31417643', '31402980', '31360686', '31240215', '31234468', '30925767', '30871234', '30852368', '30851239', '30765875', '30747220', '30621289', '30583289', '30410598', '30177619', '30168803', '30111318', '29966525', '29770165', '29716959', '29662647', '29492195', '29258530', '29180334', '29084444', '29072623']"
28357084,"['39318554', '38223094', '37936612', '35646630', '33617184', '32074407', '31574804']"
28357086,"['36324855', '32295801', '31198486']"
28357085,"['38921684', '38913210', '38911367', '38107061', '37041581', '34126957', '33534051', '33486610', '32765260', '32506192', '32349701', '32326735', '31905818', '31829265', '31788445', '31065878', '31038560', '30487951']"
28357087,"['34676240', '31751332', '31559347']"
28357088,"['37485157', '33997453', '33952307', '28806244']"
28357089,"['38800696', '37931775', '36859558', '35355264', '34064429', '30519450', '29726589', '29375670']"
28357090,"['36357109', '36035460']"
28357091,"['36899349', '33014910', '32606981']"
28357092,"['37251290', '31712548']"
28357093,[]
28357094,"['34571921', '32459417', '31772167']"
28357095,"['30454541', '29901106']"
28357098,"['38806602', '37675291', '34854994', '33489116', '33357311', '31020057']"
28357099,['33948129']
28357096,"['34026095', '31236899', '30949329']"
28357097,"['38246981', '36836028', '31754595', '31515663']"
28357100,"['37602136', '36805876', '36175697', '34894465', '34116698', '33801385', '33178389', '32276005', '30186135', '30158269']"
28357101,[]
28357102,"['38770216', '38554188', '37548815', '36793592', '35886934', '35326607', '35091998', '34651002', '33761051', '33742317', '33408319', '33257838', '33240409', '32917154', '32183503', '32077003', '31976158', '31921680', '31850190', '31454863', '30970448', '30846515', '29582563', '29291161']"
28357103,"['39029054', '35886018', '35832644', '35117981', '34470574', '32922518', '32539869', '29899849', '29351242']"
28357104,"['38106441', '34504618', '34357131', '33929626', '33907582', '33747899', '32391109', '31417316', '28952300']"
28357106,"['35985738', '35083351', '30542418']"
28357107,"['37201659', '36481936', '36088446', '35888122', '35782104', '34720928', '34584624', '33858370', '32140531', '31077212', '29522754', '28764226']"
28357105,"['39340564', '39095845', '38391832', '36879299', '35832420', '34682884', '34291429', '33664042', '33575044', '31880288', '30847290', '30353228', '29850569']"
28357108,"['38040730', '38021447', '37812618', '37444507', '37335707', '36819544', '36135052', '35403159', '35225483', '35116939', '34944971', '34885027', '34276227', '34006898', '33447040', '32849640', '32325459', '32295078', '32106833', '31740715', '31430935', '31350986', '31213922', '31197958', '30755651', '30680208', '30045325', '29725410']"
28357109,"['35676703', '33544698', '30680200', '29145336']"
28357110,['29381973']
28357111,"['39365900', '36241658', '31598144', '31335995', '31103021', '30680213']"
28357112,['30210896']
28357113,"['39335299', '39318532', '38254232', '38077216', '38071360', '37736264', '37501158', '37296462', '37056694', '36788237', '36149842', '36127747', '35614458', '35362103', '35042386', '34900262', '34176330', '34176328', '34176325', '34099067', '33673162', '33618773', '32760571', '32523509', '31485331', '31424571', '30958250', '30680112', '30225163', '30202527', '30187127', '28612235']"
28357114,"['39430375', '39263008', '39040658', '37978398', '36976964', '36938492', '36234503', '35854319', '35423614', '35407216', '33120920', '32186187', '31775314', '31563633', '31466331', '29178961', '29154916']"
28357118,"['37245022', '34555031', '34374114', '34269848', '34086067', '33866430', '32949267', '31907645', '31474863', '31376048', '30509294', '29943831']"
28357119,"['38697101', '37571370', '35888757', '35454138', '31853951', '30102377']"
28357120,"['35447949', '34036555', '33442842', '32646032', '29031577', '28382542']"
28357122,"['35145413', '35128405', '34056991', '33909919', '30649746']"
28357121,"['39245778', '39191722', '38983915', '38932509', '38082308', '38060535', '37819612', '37008332', '36760666', '36483739', '36337587', '35462902', '34690083', '34572357', '34408667', '34204277', '33426346', '31896817', '31695625', '31324844', '31257523', '30622589', '30276420', '29904633', '28371506']"
28357124,"['39070704', '39027366', '38880895', '37273353', '35461224', '35017889', '34680748', '31071096', '29949616', '29627926']"
28357123,"['37292429', '34650181', '34639342', '32351386', '31933250', '31604816', '31357640']"
28357125,"['37901880', '36362270', '35102242', '34442334', '33498922', '31818639', '29163055']"
28357126,"['37578507', '37111679', '36830602', '36811567', '36139024', '35792075', '35336022', '35204084', '35027074', '34658885', '33172176', '33114698', '32987725', '32560159', '31779692', '31455615', '31316381', '31237065', '29588615', '28910408', '28671614']"
28357127,"['39212947', '38860702', '34861155', '33395531', '32911736', '32403292', '31139092', '30706674', '29864244']"
28357128,"['38929125', '38773234', '37587829', '37111562', '36874000', '36568047', '35585835', '32867788', '30962689', '29627926']"
28357130,"['39268368', '38941229', '36005611', '34054383', '32245504', '32049781', '31983765']"
28357129,"['36834879', '36358546', '32009811', '31500300', '30428625', '30154448', '29736268', '29593709', '29487850', '28611461']"
28357131,"['38136058', '37564736', '35034909', '33295018', '32708972', '29361833']"
28357133,"['38609722', '34143836', '33198437', '32083495']"
28357132,"['38581831', '36909140', '34437593', '34011181', '33591376', '33584356', '33519553', '33256877', '31713511', '30564447', '30484818', '29656729', '28988558']"
28357134,"['39088153', '38427148', '36927590', '36710755', '36574014', '35435040', '34643166', '33569151', '33192641', '33028412', '32922316', '32047465', '31920758', '31139107', '30233428', '30050476', '29971589', '29085307', '28817578']"
28357136,"['39156774', '38745798', '38330090', '37747639', '35620377', '35223893', '35223885', '35173574', '35005485', '34987816', '34567799', '34146024', '34146013', '34091551', '32240192', '31356366', '31300242', '30918718', '29872486']"
28357135,"['33546116', '31544035']"
28357137,"['37569879', '37063269', '36569860', '35860241', '35507914', '35095876', '35014688', '34607345', '34368213', '34212054', '34064933', '33816341', '33740244', '33439933', '33375613', '33330585', '33244094', '33101297', '32471078', '32231659', '31741761', '31661891', '31018563', '29910742', '29569869', '29560551', '29267503', '28690853']"
28357138,"['36127395', '31061893']"
28357139,"['39274504', '36769753', '36660015', '36465735', '36250194', '35444920', '34406134', '32750199', '32728321', '32166263', '31915052', '31827989', '31568225']"
28357140,['36370072']
28357141,"['38162928', '38162903', '38162898', '37980575', '37181549', '36972348', '35685084', '35494482', '35069929', '34979477', '34671727', '33924446', '33500494', '31756151', '31001187', '29042216']"
28357142,"['36107124', '36045414', '35915651', '35712531', '35523581', '34668930', '33127963', '32866759', '32714129', '32021530', '32009874', '31015829', '29670145']"
28357143,"['35832993', '34849427', '32133278']"
28357144,"['38380187', '37210518', '36938273', '34877292', '32180810', '31363442', '31032150', '30814100', '30631610']"
28357145,['32281585']
28357146,['35868949']
28357147,"['39390058', '38725765', '30804713']"
28357148,[]
28357149,"['34210990', '31758346', '31243602', '29662465', '29369502', '28979204']"
28357150,"['35332791', '35328925', '35247252', '35034346', '33974661', '33917161', '33061334', '32903506', '32454967', '30701188', '29276379']"
28357151,"['37233461', '34438611', '33810087', '33204278', '32742977', '32656249', '30231577', '30140403', '29790424', '29372042', '27482347']"
28357152,[]
28357154,"['39336591', '38915043', '38855961', '38651132', '38455598', '38429739', '38140141', '37715179', '37467300', '36884269', '36467179', '36330835', '35954944', '34360345', '34360156', '34222170', '34108166', '34023134', '33540732', '33275110', '33233535', '33150224', '33049956', '32783144', '32693678', '32155142', '30867188', '30867173', '30633626', '30249585', '30061026', '29398935']"
28357157,"['39514046', '39346931', '38792434', '36901489', '36589487', '36536842', '36422203', '35785107', '35707331', '35497488', '34241647', '33544889', '33061253', '32178351', '31602171', '31406455', '31308763', '30855440', '30713407', '30038526']"
28357156,"['37984792', '36964492', '31640505', '29470110', '29197364', '28687969']"
28357155,"['34530736', '33383702', '32730690', '32190976', '31836587', '31653898', '29554876', '27975050', '27941670']"
28357158,['29606784']
28357163,"['38957768', '37907495', '36238911']"
28357162,['29843423']
28357161,"['39376986', '38391490', '38289581', '37882860', '36090700', '35984510', '34387864', '31507309', '30854466']"
28357160,[]
28357165,"['32843455', '32211106']"
28357164,"['38073948', '38021824', '37397056', '35457712']"
28357166,"['38030943', '35887893', '35237456', '32571109', '31709466']"
28357167,"['34881252', '33209181', '31471535']"
28357168,"['39027163', '32092692']"
28357170,"['38872764', '36980345', '36678205', '36388949', '35250286', '34793670', '33086758', '32331233', '32234035', '31965076', '31475247', '31434350', '29928126', '29408903', '29401665']"
28357169,"['35902123', '35147055', '35112888', '34187225', '31852417', '31157133', '29765397', '29160136']"
28357171,"['37152820', '35877263', '33104919', '32514806', '31792714', '31645887', '30927112', '30726949', '30393593', '29644010']"
28357172,"['38947267', '37876404', '37564895', '37064629', '36626201', '36293608', '35742708', '35131742', '35070657', '34949033', '34810193', '34398797', '33941538', '33634192', '33026475', '32346473', '32270011', '30127652', '30067189', '29643562', '29258973']"
28357173,['38260821']
28357174,"['34722863', '34511659', '30034044', '28989832']"
28357175,"['38711103', '37651044', '36969835', '34348744', '34294091', '33614380', '31429789', '31218158', '31218157', '30560025', '30560012', '30181934']"
28357176,"['39391765', '39194704', '39152155', '38992003', '38462666', '38459407', '38234450', '37954213', '37284583', '36385635', '36175960', '36172276', '35885431', '35686231', '35656234', '35304249', '35165630', '34665781', '34142388', '33889572', '33849616', '33670607', '33670258', '33609408', '33043517', '32763143', '32651459', '32497513', '32479919', '32328988', '32021608', '31949773', '31942309', '31506891', '31437443', '31149565', '31071994', '29745997', '29738498', '29653516', '28800953']"
28357177,"['39456803', '38347461', '38252148', '37455905', '36498893', '35156146', '34691340', '34680266', '34199469', '33447083', '31886078', '31509453', '31467225', '30302635', '30210701', '29739948']"
28357178,"['35586057', '30364285', '29464665', '28653488']"
